web_scraper_order,web_scraper_start_url,pagination,book link,title,rating,price,stock,category,UPC,rating_word,rating_num,cluster,Genre,Genre_label
1771419986-524,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html,I Will Find You,star-rating One,44.21,In stock (8 available),Nonfiction,bbf1ea50be8008ab,One,1,0,Cluster_0,0
1771419988-525,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html,I'll Give You the Sun,star-rating One,56.48,In stock (8 available),Default,0ab4b35dcffcffd1,One,1,0,Cluster_0,0
1771419990-526,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html,John Vassos: Industrial Design for Modern Life,star-rating Four,20.22,In stock (8 available),Default,bd26e8a79a856c31,Four,4,1,Cluster_1,1
1771419992-527,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,Kierkegaard: A Christian Missionary to Christians,star-rating One,47.13,In stock (8 available),Philosophy,0cf57cb49272fd37,One,1,0,Cluster_0,0
1771419994-528,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,Kill 'Em and Leave: Searching for James Brown and the American Soul,star-rating Five,45.05,In stock (8 available),Music,39eefec3a8498dde,Five,5,3,Cluster_3,3
1771419997-529,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html,Left Behind (Left Behind #1),star-rating Two,40.72,In stock (8 available),Default,29af1a2566c4e36e,Two,2,0,Cluster_0,0
1771419999-530,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html,Les Fleurs du Mal,star-rating Five,29.04,In stock (8 available),Poetry,c44c5e1425475206,Five,5,1,Cluster_1,1
1771420001-531,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,star-rating Three,12.55,In stock (8 available),Nonfiction,044534b0b28b4e87,Three,3,1,Cluster_1,1
1771420003-532,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",star-rating Two,25.06,In stock (8 available),Nonfiction,4d3a4c7b442a9a4e,Two,2,2,Cluster_2,2
1771420005-533,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html,Man's Search for Meaning,star-rating Three,29.48,In stock (8 available),Nonfiction,4729afff3bea0f0a,Three,3,1,Cluster_1,1
1771420007-534,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/millers-valley_534/index.html,Miller's Valley,star-rating Two,58.54,In stock (8 available),Fiction,bff270fe9c86a5a9,Two,2,0,Cluster_0,0
1771420010-535,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html,My Life Next Door (My Life Next Door ),star-rating Five,36.39,In stock (8 available),Young Adult,9a7291b89bd5445c,Five,5,3,Cluster_3,3
1771420012-536,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html,Out of Print: City Lights Spotlight No. 14,star-rating Five,53.64,In stock (8 available),Poetry,c0fc0cd215ee1724,Five,5,3,Cluster_3,3
1771420014-537,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,Please Kill Me: The Uncensored Oral History of Punk,star-rating Four,31.19,In stock (8 available),Music,4a823d80aa30dbb0,Four,4,1,Cluster_1,1
1771420016-538,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,Proofs of God: Classical Arguments from Tertullian to Barth,star-rating One,54.21,In stock (8 available),Philosophy,d56d0710668bb39c,One,1,0,Cluster_0,0
1771420018-539,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/rising-strong_539/index.html,Rising Strong,star-rating Three,21.82,In stock (8 available),Nonfiction,52fc458ffc756faf,Three,3,1,Cluster_1,1
1771420021-540,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-24.html,https://books.toscrape.com/catalogue/roller-girl_540/index.html,Roller Girl,star-rating Five,14.1,In stock (8 available),Sequential Art,aeb51dfbe8aeec59,Five,5,1,Cluster_1,1
1771420023-541,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html,Shadows of the Past (Logan Point #1),star-rating Five,39.67,In stock (8 available),Christian Fiction,bee6e93e9976f4fa,Five,5,3,Cluster_3,3
1771420025-542,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html,Silence in the Dark (Logan Point #4),star-rating Three,58.33,In stock (8 available),Suspense,e46a164cf310fd7d,Three,3,3,Cluster_3,3
1771420027-543,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,Smarter Faster Better: The Secrets of Being Productive in Life and Business,star-rating Five,38.89,In stock (8 available),Nonfiction,a2475a245c9907c4,Five,5,3,Cluster_3,3
1771420029-544,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/south-of-sunshine_544/index.html,South of Sunshine,star-rating One,28.93,In stock (8 available),Young Adult,331c26103d885cae,One,1,2,Cluster_2,2
1771420031-545,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,star-rating One,36.91,In stock (8 available),Business,a2308a936e898d48,One,1,0,Cluster_0,0
1771420034-546,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/the-grownup_546/index.html,The Grownup,star-rating One,35.88,In stock (8 available),Short Stories,1bba4b1ba23ed2d6,One,1,0,Cluster_0,0
1771420036-547,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html,The High Mountains of Portugal,star-rating One,51.15,In stock (8 available),Fiction,4f283dfcbeccc0d4,One,1,0,Cluster_0,0
1771420038-548,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html,The Martian (The Martian #1),star-rating Two,41.39,In stock (8 available),Default,9afd00e81d6208e6,Two,2,0,Cluster_0,0
1771420040-549,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",star-rating Four,28.45,In stock (8 available),Nonfiction,5a0d2e9284004266,Four,4,1,Cluster_1,1
1771420042-550,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,The New Drawing on the Right Side of the Brain,star-rating Three,43.02,In stock (8 available),Art,3eec766dda26fa64,Three,3,3,Cluster_3,3
1771420045-551,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),star-rating Five,43.62,In stock (8 available),Default,e0bdd79c7304ee8d,Five,5,3,Cluster_3,3
1771420047-552,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,star-rating Two,36.94,In stock (8 available),Travel,1809259a5a5f1d8d,Two,2,0,Cluster_0,0
1771420049-553,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html,When Breath Becomes Air,star-rating Two,39.36,In stock (8 available),Nonfiction,b69c852e7e3956af,Two,2,0,Cluster_0,0
1771420051-554,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/why-not-me_554/index.html,Why Not Me?,star-rating One,17.76,In stock (8 available),Nonfiction,04f6c929888f4f11,One,1,2,Cluster_2,2
1771420053-555,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,"Zero to One: Notes on Startups, or How to Build the Future",star-rating Three,34.06,In stock (8 available),Nonfiction,e77033ce559947f7,Three,3,1,Cluster_1,1
1771420056-556,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,23 Degrees South: A Tropical Tale of Changing Whether...,star-rating Two,35.79,In stock (9 available),Add a comment,61cf7eb9d2cd8bb0,Two,2,0,Cluster_0,0
1771420058-557,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html,A Hero's Curse (The Unseen Chronicles #1),star-rating Three,50.49,In stock (9 available),Add a comment,c181ca8eabe7d18c,Three,3,3,Cluster_3,3
1771420060-558,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,A Shard of Ice (The Black Symphony Saga #1),star-rating Three,56.63,In stock (9 available),Fantasy,63d5f1651880dcea,Three,3,3,Cluster_3,3
1771420062-559,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,star-rating Four,48.63,In stock (9 available),Art,d6d9ffea95f2f8bf,Four,4,3,Cluster_3,3
1771420064-560,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-23.html,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,star-rating Two,35.92,In stock (9 available),Nonfiction,7186241e043de5dc,Two,2,0,Cluster_0,0
1771420067-561,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html,Don't Forget Steven,star-rating One,33.23,In stock (9 available),Young Adult,e845d305f64154f1,One,1,2,Cluster_2,2
1771420069-562,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html,Dress Your Family in Corduroy and Denim,star-rating Three,43.68,In stock (9 available),Humor,7e9068872228c474,Three,3,3,Cluster_3,3
1771420071-563,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html,"Fruits Basket, Vol. 9 (Fruits Basket #9)",star-rating Four,33.95,In stock (9 available),Sequential Art,97187f5cf0385da3,Four,4,1,Cluster_1,1
1771420073-564,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,If I Gave You God's Phone Number....: Searching for Spirituality in America,star-rating One,20.91,In stock (9 available),Spirituality,8fab4c4f6f82a4ce,One,1,2,Cluster_2,2
1771420075-565,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html,Modern Day Fables,star-rating Two,47.44,In stock (9 available),Default,6baac632f7711e26,Two,2,0,Cluster_0,0
1771420077-566,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",star-rating Four,10.41,In stock (9 available),Default,ee6c67859d70186b,Four,4,1,Cluster_1,1
1771420080-567,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html,Nap-a-Roo,star-rating One,25.08,In stock (9 available),Childrens,913e7109cec0cb4c,One,1,2,Cluster_2,2
1771420082-568,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,Suzie Snowflake: One beautiful flake (a self-esteem story),star-rating Five,54.81,In stock (9 available),Novels,0e095ed785af7e43,Five,5,3,Cluster_3,3
1771420084-569,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/the-alien-club_569/index.html,The Alien Club,star-rating One,54.4,In stock (9 available),Young Adult,e77594ece9b9d1fe,One,1,0,Cluster_0,0
1771420086-570,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html,The Art and Science of Low Carbohydrate Living,star-rating Five,52.98,In stock (9 available),Health,f9c87ccb2bc4853b,Five,5,3,Cluster_3,3
1771420088-571,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,The Book of Mormon,star-rating Three,24.57,In stock (9 available),Religion,3f25a2fedae191cc,Three,3,1,Cluster_1,1
1771420091-572,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",star-rating One,55.91,In stock (9 available),Science,ca74f2e3c35a3e77,One,1,0,Cluster_0,0
1771420093-573,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html,The Flowers Lied,star-rating Two,16.68,In stock (9 available),Default,33396269bcce166f,Two,2,2,Cluster_2,2
1771420095-574,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",star-rating Four,12.34,In stock (9 available),Food and Drink,65cfc9f242c2984a,Four,4,1,Cluster_1,1
1771420097-575,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,The New Brand You: Your New Image Makes the Sale for You,star-rating Five,44.05,In stock (9 available),Default,4b50fb1359ebf35d,Five,5,3,Cluster_3,3
1771420099-576,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/the-shack_576/index.html,The Shack,star-rating One,28.03,In stock (9 available),Fiction,903a9f8090104c2c,One,1,2,Cluster_2,2
1771420101-577,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/underlying-notes_577/index.html,Underlying Notes,star-rating Two,11.82,In stock (9 available),Default,0967effecd292a86,Two,2,2,Cluster_2,2
1771420104-578,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html,Unlimited Intuition Now,star-rating Four,58.87,In stock (9 available),Default,4fd0a2a350f016e6,Four,4,3,Cluster_3,3
1771420106-579,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/watchmen_579/index.html,Watchmen,star-rating Four,58.05,In stock (9 available),Add a comment,d1848064c54e01c7,Four,4,3,Cluster_3,3
1771420108-580,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-22.html,https://books.toscrape.com/catalogue/without-shame_580/index.html,Without Shame,star-rating Five,48.27,In stock (9 available),Add a comment,ab60e6f5a63e1cfb,Five,5,3,Cluster_3,3
1771420110-581,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,star-rating Five,49.71,In stock (10 available),Health,96aa539bfd4c07e2,Five,5,3,Cluster_3,3
1771420112-582,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",star-rating Two,24.57,In stock (10 available),Nonfiction,34669b2e9d407d3a,Two,2,2,Cluster_2,2
1771420115-583,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/112263_583/index.html,11/22/1963,star-rating Three,48.48,In stock (11 available),Fiction,a9d7b75461084a26,Three,3,3,Cluster_3,3
1771420117-584,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html,A Gentleman's Position (Society of Gentlemen #3),star-rating Five,14.75,In stock (11 available),Romance,40c4bf520c17de54,Five,5,1,Cluster_1,1
1771420119-585,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,A Mother's Reckoning: Living in the Aftermath of Tragedy,star-rating Three,19.53,In stock (11 available),Nonfiction,2b69dec0193511d9,Three,3,1,Cluster_1,1
1771420121-586,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/adultery_586/index.html,Adultery,star-rating Five,20.88,In stock (11 available),Default,bb967277222e689c,Five,5,1,Cluster_1,1
1771420123-587,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/arena_587/index.html,Arena,star-rating Four,21.36,In stock (11 available),Science Fiction,2c34f9432069b52b,Four,4,1,Cluster_1,1
1771420125-588,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,Born for This: How to Find the Work You Were Meant to Do,star-rating Five,21.59,In stock (11 available),Business,816180220e8cb419,Five,5,1,Cluster_1,1
1771420128-589,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html,Cravings: Recipes for What You Want to Eat,star-rating Three,20.5,In stock (11 available),Food and Drink,2587c54f5530dafc,Three,3,1,Cluster_1,1
1771420130-590,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/daredevils_590/index.html,Daredevils,star-rating Three,16.34,In stock (11 available),Fiction,f608c903c451f387,Three,3,1,Cluster_1,1
1771420132-591,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html,"Exit, Pursued by a Bear",star-rating Four,51.34,In stock (11 available),Young Adult,c65c25d990fc7025,Four,4,3,Cluster_3,3
1771420134-592,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html,Grey (Fifty Shades #4),star-rating Four,48.49,In stock (11 available),Womens Fiction,b5953ca1f8a0b8d7,Four,4,3,Cluster_3,3
1771420136-593,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,star-rating Three,56.27,In stock (11 available),Psychology,ce8666d9b42fc9a0,Three,3,3,Cluster_3,3
1771420139-594,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html,Keep Me Posted,star-rating Four,20.46,In stock (11 available),Womens Fiction,20dc4f1ac5d4fd9c,Four,4,1,Cluster_1,1
1771420141-595,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/lab-girl_595/index.html,Lab Girl,star-rating One,40.85,In stock (11 available),Autobiography,825d6c44da3ca5a6,One,1,0,Cluster_0,0
1771420143-596,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html,Lies and Other Acts of Love,star-rating One,45.14,In stock (11 available),Fiction,469508882dfc1991,One,1,0,Cluster_0,0
1771420145-597,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/lilac-girls_597/index.html,Lilac Girls,star-rating Two,17.28,In stock (11 available),Historical Fiction,bade9943ee01b63f,Two,2,2,Cluster_2,2
1771420147-598,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/m-train_598/index.html,M Train,star-rating One,27.18,In stock (11 available),Autobiography,5569c3fea112718e,One,1,2,Cluster_2,2
1771420150-599,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html,"Mother, Can You Not?",star-rating Five,16.89,In stock (11 available),Nonfiction,28b2df9fadc9f07e,Five,5,1,Cluster_1,1
1771420152-600,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-21.html,https://books.toscrape.com/catalogue/mothering-sunday_600/index.html,Mothering Sunday,star-rating Two,13.34,In stock (11 available),Fiction,47e1b2d43f709995,Two,2,2,Cluster_2,2
1771420154-601,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html,Off the Hook (Fishing for Trouble #1),star-rating Three,47.67,In stock (11 available),Romance,b783ce08802cd1d1,Three,3,3,Cluster_3,3
1771420156-602,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html,Playing with Fire,star-rating Three,13.71,In stock (11 available),Mystery,05a61a3bd8ca4149,Three,3,1,Cluster_1,1
1771420158-603,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",star-rating Two,21.15,In stock (11 available),Biography,b06599b108e83f98,Two,2,2,Cluster_2,2
1771420160-604,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html,Sleeping Giants (Themis Files #1),star-rating One,48.74,In stock (11 available),Science Fiction,f435aa99d864077d,One,1,0,Cluster_0,0
